ride_id,pickup_datetime,pickup_lat,pickup_lng,dropoff_lat,dropoff_lng,passenger_count,distance_km,hour,dayofweek,is_weekend,is_night,is_peak,weather,traffic_level,demand_score,supply_score,event_flag,surge_multiplier,surge_label,eta_minutes,fare_amount
MX003117,2024-05-09 20:00:00,28.635147344955648,77.22644262019817,28.848152937941368,77.07880884162807,3,14.659491330457103,5,1,0,0,1,Clouds,Low,0.983,0.411,0,3.4,0,38,722.75
MX003118,2024-05-09 21:00:00,28.448707285909656,77.3514477724662,28.40744304147374,77.16034242760891,1,27.26253930367586,11,6,0,0,0,Clouds,Low,0.778,0.956,0,1.7,0,25,102.42
MX003119,2024-05-09 22:00:00,28.576558806878133,77.12709873188938,28.728705868397824,77.1632152406014,1,25.92591634668702,4,3,1,0,1,Rain,Medium,0.856,0.277,0,2.1,0,44,787.07
MX003120,2024-05-09 23:00:00,28.6791217494974,77.31182898847847,28.696480724876587,76.90433295621675,1,15.039075841500305,6,2,0,0,0,Fog,High,0.835,0.573,0,1.5,0,50,347.34
MX003121,2024-05-10 00:00:00,28.776662045440677,76.98495517328686,28.57755962082466,77.13696330674243,1,21.51480650248997,19,5,1,0,0,Clouds,Low,0.518,0.262,0,1.1,0,34,226.44
MX003122,2024-05-10 01:00:00,28.4903192443994,77.25085700198204,28.45512268821606,77.35881940553647,1,17.628172252527676,15,4,0,1,1,Haze,Low,0.418,0.923,0,2.4,0,21,649.98
MX003123,2024-05-10 02:00:00,28.598297733900047,77.31150541374979,28.47865959697689,77.17924967826755,1,3.805717715508958,20,1,1,1,1,Haze,Low,0.46,0.559,0,2.2,1,48,371.61
MX003124,2024-05-10 03:00:00,28.7554265106878,77.1857084851285,28.84911559506659,77.3194743342402,4,26.8565335964516,15,0,1,0,1,Clouds,Medium,0.996,0.501,0,3.1,0,27,274.37
MX003125,2024-05-10 04:00:00,28.439604566868397,77.03320565408826,28.74164502461345,77.33949531429198,1,12.65949722751108,19,3,0,0,1,Clear,Low,0.692,0.534,0,1.4,0,46,590.32
MX003126,2024-05-10 05:00:00,28.780409116016422,77.17198859206957,28.80788939958247,77.28955771567576,2,15.969038399548714,19,6,1,1,1,Rain,High,0.666,0.316,0,1.1,1,11,93.18
MX003127,2024-05-10 06:00:00,28.7357833112415,76.91871959662103,28.627616724409272,77.13482967672554,2,7.242278861258721,7,4,1,0,0,Fog,Medium,0.94,0.797,0,3.0,0,51,608.58
MX003128,2024-05-10 07:00:00,28.699398605849908,77.19340932451729,28.674591522933184,77.20316693770744,1,25.17370491895239,12,3,1,1,1,Haze,High,0.802,0.999,0,1.9,0,59,640.05
MX003129,2024-05-10 08:00:00,28.55039648734053,76.96579395169391,28.639433999170905,77.37592793467742,1,2.321318598640091,10,1,1,1,1,Haze,Low,0.334,0.271,0,1.7,0,13,597.69
MX003130,2024-05-10 09:00:00,28.563738313999753,77.39924349151309,28.5043036391135,77.26163452303415,1,14.279658612787694,12,6,0,1,0,Haze,Medium,0.846,0.721,0,2.2,1,58,57.71
MX003131,2024-05-10 10:00:00,28.726055381132436,77.08430855866433,28.64820922311788,77.25108930473601,3,17.621101309243326,1,2,1,1,1,Clouds,High,0.955,0.652,0,3.2,0,41,68.67
MX003132,2024-05-10 11:00:00,28.5168859256566,77.33589067884571,28.705512095135134,76.92936648466451,3,5.144502490407929,8,0,1,1,1,Haze,High,0.141,0.305,0,2.1,0,17,363.63
MX003133,2024-05-10 12:00:00,28.420611251794345,77.130470507295,28.454824088785777,77.09606187704158,1,8.92934839824163,18,6,0,0,0,Clear,Low,0.62,0.895,0,1.4,1,18,352.79
MX003134,2024-05-10 13:00:00,28.763291043966944,76.9629786410849,28.6645558696847,77.19078571761015,2,21.312719063187657,6,3,0,1,1,Clear,High,0.378,0.873,0,3.4,0,12,635.29
MX003135,2024-05-10 14:00:00,28.518327146797724,77.17233217077316,28.536832834008777,77.30128759583087,4,17.924614548653604,1,5,1,0,0,Clear,High,0.104,0.567,0,1.4,0,51,311.38
MX003136,2024-05-10 15:00:00,28.791452522558345,77.01561494804245,28.71521617737316,76.9285404254229,3,8.128020460807125,14,1,0,0,0,Rain,Low,0.865,0.872,0,2.6,0,6,336.53
MX003137,2024-05-10 16:00:00,28.415777771438943,77.18800112780946,28.566458688245557,77.3279541408785,4,22.57079706166721,17,1,1,0,0,Haze,Low,0.496,0.575,0,1.5,0,19,742.08
MX003138,2024-05-10 17:00:00,28.4879860442538,77.15226363822578,28.729597972387346,76.96372328519496,1,24.289454155701545,16,5,0,0,0,Haze,Medium,0.239,0.734,0,1.1,0,33,168.58
MX003139,2024-05-10 18:00:00,28.518953815469207,77.26641360459912,28.64044959071497,77.2084515754929,1,21.03467560466968,2,1,0,0,0,Haze,High,0.406,0.102,0,2.7,1,56,481.63
MX003140,2024-05-10 19:00:00,28.58388609567901,77.0461874138407,28.423886793911294,76.91595236728543,1,18.72777869712823,11,6,0,1,0,Fog,Low,0.296,0.104,0,2.4,0,51,662.33
MX003141,2024-05-10 20:00:00,28.47406859184999,77.13208283058562,28.46450956663314,77.32598934615174,1,24.10884417696662,14,2,1,0,1,Rain,Medium,0.621,0.687,0,2.1,0,41,365.9
MX003142,2024-05-10 21:00:00,28.81619007279147,77.18366748270896,28.45666755831164,77.01357646550994,1,24.172727134630744,10,4,0,0,0,Rain,High,0.3,0.663,0,1.1,0,49,408.24
MX003143,2024-05-10 22:00:00,28.500977981262167,77.34436699353793,28.748477192952528,76.9513530231221,1,14.325756151067907,18,6,0,0,1,Rain,Medium,0.681,0.802,0,2.7,0,4,231.6
MX003144,2024-05-10 23:00:00,28.857982378251148,76.94357775563886,28.80076041969374,77.29019207370331,3,7.288225205021104,1,5,0,1,0,Clear,Low,0.709,0.154,0,1.9,0,59,752.41
MX003145,2024-05-11 00:00:00,28.598634373581252,77.27683153880999,28.665843482940296,77.1927868723866,1,1.8709021922156095,18,5,1,1,0,Rain,Low,0.141,0.429,0,2.6,1,56,74.71
MX003146,2024-05-11 01:00:00,28.823329095562165,77.23766389309718,28.663513351049573,77.17735494268793,1,16.077965396866368,6,0,1,0,0,Clouds,High,0.596,0.616,0,1.8,0,31,399.47
MX003147,2024-05-11 02:00:00,28.867259226864768,77.13487034853182,28.74477210618841,77.07255553531503,2,26.871445038983737,7,0,0,1,0,Clouds,Medium,0.192,0.769,0,3.1,1,23,102.3
MX003148,2024-05-11 03:00:00,28.59318487471398,77.27219233392597,28.67458382270338,77.08978202953969,3,13.848519261429052,7,1,1,0,1,Clouds,High,0.553,0.488,1,3.5,0,51,602.83
MX003149,2024-05-11 04:00:00,28.59975320165745,77.2957159925182,28.511209549416563,76.93742899072348,2,7.70761244397127,20,6,0,0,1,Clouds,Medium,0.348,0.123,0,2.2,0,23,495.59
MX003150,2024-05-11 05:00:00,28.660581298634103,77.08960658402415,28.71684513297363,77.36087184932764,4,3.0742803125493077,18,1,0,1,0,Rain,Low,0.503,0.762,0,2.8,0,36,603.91
MX003151,2024-05-11 06:00:00,28.655429308177926,76.90386735828635,28.414541084403055,77.16458068044686,1,16.04229500815945,3,2,1,1,1,Fog,High,0.643,0.942,0,3.1,0,41,648.88
MX003152,2024-05-11 07:00:00,28.695123908069323,77.29088159184107,28.492476853479975,77.34251223881785,1,29.315098049852864,3,5,1,0,0,Rain,Low,0.129,0.278,0,2.4,0,28,571.91
MX003153,2024-05-11 08:00:00,28.771306393703263,77.06710602603964,28.697051046981276,76.90857122995521,2,21.653926448756835,16,4,1,1,1,Haze,Low,0.707,0.317,0,3.3,0,46,682.7
MX003154,2024-05-11 09:00:00,28.489513185935365,76.95880064961507,28.860341798999524,76.90770856582803,1,24.97294741320872,8,2,0,0,1,Haze,Medium,0.2,0.69,0,1.2,1,45,101.8
MX003155,2024-05-11 10:00:00,28.68076983215471,77.32344454521852,28.506482742986183,77.23098242866807,4,1.200674125473825,5,3,1,0,0,Clouds,High,0.854,0.241,0,3.0,1,31,126.19
MX003156,2024-05-11 11:00:00,28.80054238522586,77.05069895517319,28.65170497750684,77.3290597238933,1,27.225352138250205,3,2,0,1,1,Clouds,High,0.936,0.651,0,2.5,1,9,771.37
MX003157,2024-05-11 12:00:00,28.70503467605808,77.30553968315466,28.827280270596116,77.22804914523886,4,19.04849195774168,12,6,0,0,1,Clouds,Medium,0.557,0.821,0,2.1,0,41,678.41
MX003158,2024-05-11 13:00:00,28.416792095199842,77.24101788988688,28.661488464941197,77.36441704970329,2,1.5652512742084213,3,3,0,1,1,Fog,Low,0.974,0.378,0,3.0,1,27,615.04
MX003159,2024-05-11 14:00:00,28.69454571630809,76.92437708654174,28.464473261253044,77.05958102837826,1,28.58528960579177,15,5,0,0,1,Rain,Medium,0.803,0.486,0,2.3,0,48,522.8
MX003160,2024-05-11 15:00:00,28.87815592824341,77.33650008757627,28.41674901720829,77.35180390544312,1,4.40070667188634,9,1,1,0,1,Rain,High,0.941,0.994,0,3.1,0,50,554.22
MX003161,2024-05-11 16:00:00,28.452320299813834,77.22617292043365,28.5390874186381,77.16763377905144,1,3.8409559083940805,13,3,0,0,1,Haze,Medium,0.68,0.179,0,2.7,0,39,434.6
MX003162,2024-05-11 17:00:00,28.705216788180014,77.1164775056551,28.446185239073294,76.94556862402149,1,6.838365232432468,5,3,0,1,0,Fog,Medium,0.871,0.755,0,3.1,0,23,715.24
MX003163,2024-05-11 18:00:00,28.543917589165453,76.9092645424329,28.643997511226292,77.23374782954431,3,2.5581838418478187,16,4,0,1,1,Clouds,Medium,0.555,0.59,0,1.8,0,20,127.27
MX003164,2024-05-11 19:00:00,28.50445857688947,77.10481419175177,28.87066645826911,77.01334764513891,2,1.6749613080616665,18,5,1,1,1,Rain,Medium,0.837,0.992,0,1.9,0,27,448.42
MX003165,2024-05-11 20:00:00,28.474175537142727,77.37175435578344,28.830070021152274,77.0227954432662,3,4.271045979281577,18,2,1,1,1,Clear,Low,0.44,0.52,0,2.3,0,5,717.17
MX003166,2024-05-11 21:00:00,28.560068226750673,77.022504495767,28.546258398460324,76.93679927929574,2,20.048843729126276,22,3,0,0,1,Clouds,High,0.15,0.444,0,2.6,0,10,600.73
MX003167,2024-05-11 22:00:00,28.644373714236124,77.01440994803035,28.844010784928926,77.33303346703276,1,27.224113804881092,19,1,1,0,0,Haze,High,0.516,0.348,0,2.9,1,50,551.97
MX003168,2024-05-11 23:00:00,28.53438593383876,76.92227060476041,28.82560710395481,77.07216614372686,1,23.260232130618114,11,4,0,0,0,Fog,Low,0.243,0.669,0,3.2,0,3,252.5
MX003169,2024-05-12 00:00:00,28.469759802285793,77.23498318102335,28.691083453037454,77.16029524138504,2,12.708155416046733,19,6,0,1,1,Haze,Medium,0.611,0.404,0,3.4,0,48,372.73
MX003170,2024-05-12 01:00:00,28.559873679517203,77.2090696975836,28.640145191498238,77.241981986924,1,28.274752527961237,13,5,0,0,0,Rain,Low,0.152,0.365,0,3.1,0,40,414.85
MX003171,2024-05-12 02:00:00,28.519057757356702,77.08625417591267,28.533451794373043,76.98210025234489,1,14.305686892114046,4,0,1,0,0,Fog,Low,0.483,0.689,0,2.5,1,57,61.95
MX003172,2024-05-12 03:00:00,28.84864600520561,77.16430776006871,28.762328572409256,77.35571853819526,1,22.896567718352145,19,1,1,1,1,Fog,Medium,0.979,0.494,0,2.9,0,40,341.11
MX003173,2024-05-12 04:00:00,28.590008353294184,77.28455595160416,28.66534077051736,77.01427428943799,2,12.083225427423836,0,4,1,0,0,Clouds,High,0.343,0.957,0,3.2,0,50,85.92
MX003174,2024-05-12 05:00:00,28.544238702196473,76.98380927770849,28.43306174960677,77.33947768133399,3,21.961983716377812,12,3,1,0,1,Haze,High,0.532,0.21,0,3.4,0,45,533.31
MX003175,2024-05-12 06:00:00,28.783036580896297,77.24037453825682,28.842769442564116,77.26059854102262,3,13.082338647836382,9,6,1,1,1,Fog,High,0.882,0.687,0,2.0,0,8,192.53
MX003176,2024-05-12 07:00:00,28.793499688617565,77.0154897199649,28.68518920110531,77.03171276547702,1,10.67497630659904,13,0,1,1,0,Fog,Medium,0.562,0.207,0,1.9,0,31,509.1
MX003177,2024-05-12 08:00:00,28.516745141913436,76.95473675342764,28.667077305426393,76.93874291754078,1,2.171652091554762,8,2,0,0,1,Clouds,Low,0.985,0.434,0,2.4,0,43,406.24
MX003178,2024-05-12 09:00:00,28.40456987313779,77.31688996231995,28.824455872576074,77.33700221905643,2,3.669486277175102,4,6,0,1,0,Haze,High,0.131,0.303,0,2.0,1,38,626.03
MX003179,2024-05-12 10:00:00,28.532076487191155,77.1487211280289,28.508749540414733,77.29411764720419,1,8.529944769381888,12,6,1,0,0,Clear,Low,0.496,0.583,0,2.6,0,39,774.83
MX003180,2024-05-12 11:00:00,28.638057819310728,77.29942196530443,28.45555137299087,77.3966247317355,3,19.803906340696287,11,5,1,1,0,Rain,Medium,0.935,0.53,0,1.4,0,28,159.12
MX003181,2024-05-12 12:00:00,28.51614694214474,77.07910357078389,28.672113011703583,77.012248180916,1,24.47049049709514,3,4,0,0,1,Clouds,Low,0.784,0.956,0,1.0,0,29,306.29
MX003182,2024-05-12 13:00:00,28.822651831935346,77.0223625171178,28.75697568610495,77.34635483748241,1,28.992442748910264,3,0,0,0,1,Fog,Medium,0.856,0.122,0,2.2,0,59,263.18
MX003183,2024-05-12 14:00:00,28.621899344017773,76.92063154862478,28.462340361290092,76.94650452808193,1,15.137354431906452,4,4,1,0,1,Clear,Low,0.423,0.898,0,1.3,0,31,171.77
MX003184,2024-05-12 15:00:00,28.66107716213817,77.16103325984244,28.85146424547896,77.04348098133671,1,13.004044645478075,9,2,1,1,0,Haze,Medium,0.737,0.918,1,3.3,0,37,66.33
MX003185,2024-05-12 16:00:00,28.43831797584085,76.94456489820273,28.43929639721828,77.2771083988144,3,19.642927219790774,13,1,0,1,0,Clouds,Low,0.339,0.313,0,2.2,0,28,237.53
MX003186,2024-05-12 17:00:00,28.445759130424197,77.1760698808021,28.467610416591405,77.1120650850759,1,1.6783157734522576,6,2,1,0,1,Clear,Low,0.528,0.609,0,3.4,0,23,628.83
MX003187,2024-05-12 18:00:00,28.412835895009906,77.38536790327798,28.459377422806938,77.08359376431929,1,27.75727684755684,9,3,0,0,0,Clear,Medium,0.581,0.141,0,1.4,0,6,686.09
MX003188,2024-05-12 19:00:00,28.874673761457874,77.13853093859677,28.66477518659101,76.9293307820884,1,14.455945473401856,4,5,1,1,1,Clouds,High,0.548,0.196,0,1.5,0,10,439.66
MX003189,2024-05-12 20:00:00,28.742764424521646,77.2970830268553,28.436578480106867,77.09572395327505,2,23.79713291373587,0,0,1,1,0,Clear,Medium,0.995,0.932,0,2.4,1,51,604.58
MX003190,2024-05-12 21:00:00,28.413015045277284,77.19852905503414,28.764559428012856,77.16725881277213,1,19.720020911806074,7,5,1,0,0,Clear,Medium,0.64,0.349,0,2.2,1,21,480.71
MX003191,2024-05-12 22:00:00,28.66740838009874,77.28638155300759,28.524032507062692,77.12162025007271,1,23.24952888227307,1,2,1,1,1,Clouds,Medium,0.759,0.306,0,3.2,0,48,352.04
MX003192,2024-05-12 23:00:00,28.673380086106814,77.015572960603,28.856411322843957,76.93025859005135,1,20.93498629909098,17,6,0,1,1,Clouds,Low,0.43,1.0,0,1.8,0,17,358.46
MX003193,2024-05-13 00:00:00,28.475741629152687,77.04564409954453,28.692361123383424,77.36926340965205,1,17.269265110953125,5,0,1,0,1,Haze,Medium,0.576,0.617,0,2.3,1,6,495.81
MX003194,2024-05-13 01:00:00,28.460284581493987,77.26392833088015,28.627551013460742,77.1861772268343,1,7.516972856796576,5,6,0,0,1,Fog,Low,0.712,0.194,0,3.3,0,16,242.83
MX003195,2024-05-13 02:00:00,28.58363495862219,77.02661046451672,28.559485970176617,76.92621166816704,2,29.773264667046664,5,2,0,1,1,Clouds,Low,0.774,0.752,0,3.1,0,12,791.18
MX003196,2024-05-13 03:00:00,28.52932264120592,76.98793291371905,28.844189330907636,77.26472978142253,1,5.505277859347056,16,6,0,1,0,Clouds,Medium,0.913,0.561,0,1.1,1,8,233.06
MX003197,2024-05-13 04:00:00,28.631593775449016,77.05127128925407,28.457602444199644,77.28477014707643,1,24.963954389276143,5,0,0,1,0,Clouds,Low,0.219,0.827,0,2.5,0,37,647.01
MX003198,2024-05-13 05:00:00,28.707250416366076,77.30889052268118,28.595924704937044,77.03881970907814,2,21.84636232589893,3,3,1,1,0,Clear,High,0.564,0.282,0,2.6,0,54,279.07
MX003199,2024-05-13 06:00:00,28.63886680909117,77.2270346175221,28.63677125642348,77.28567060735065,1,9.409693089704305,1,4,0,1,1,Clouds,Medium,0.136,0.731,0,3.3,0,7,112.72
MX003200,2024-05-13 07:00:00,28.78215800014036,77.29312080655475,28.520743404903584,76.96630424757473,1,11.821295477739966,10,2,1,1,0,Clouds,Medium,0.806,0.89,0,2.3,1,23,298.4
MX003201,2024-05-13 08:00:00,28.743603139598505,77.2006046731979,28.73025541588137,77.10342440164644,2,3.9084495557883,23,5,1,0,0,Rain,High,0.386,0.928,0,2.7,0,48,562.59
MX003202,2024-05-13 09:00:00,28.704369450751468,77.25360638359548,28.73035458305592,77.09703826485698,2,13.326969671434416,21,1,1,0,0,Clear,Low,0.92,0.389,0,1.4,0,27,258.23
MX003203,2024-05-13 10:00:00,28.600304378942646,77.15695668218922,28.673252142280806,76.98586947498714,2,28.22273918675176,17,4,0,1,1,Rain,High,0.111,0.487,0,2.6,0,47,697.86
MX003204,2024-05-13 11:00:00,28.625260856843013,77.02617734623004,28.798066883691124,77.00716914309407,1,19.633878576152586,11,0,1,1,1,Haze,High,0.503,0.216,0,2.0,0,36,556.22
MX003205,2024-05-13 12:00:00,28.690777276530905,77.24076454787483,28.530486631109483,77.22414913490955,1,2.3873825537849824,17,2,0,1,0,Fog,Medium,0.786,0.318,0,2.9,0,45,783.42
MX003206,2024-05-13 13:00:00,28.870400102926396,76.92958712130306,28.732228563440533,77.2968610245892,1,21.98049658369062,4,3,0,0,0,Rain,Low,0.857,0.198,0,1.2,0,54,496.71
MX003207,2024-05-13 14:00:00,28.60648335075425,76.98701690641363,28.69632231007436,77.01780155902007,1,19.38169309262944,10,3,1,1,1,Rain,High,0.395,0.85,0,3.5,0,46,353.48
MX003208,2024-05-13 15:00:00,28.625027815390254,77.04318052705132,28.530594376109143,76.9816131008713,1,14.743495650403979,18,1,1,0,1,Rain,Low,0.382,0.775,0,2.5,1,28,281.32
MX003209,2024-05-13 16:00:00,28.63051644888827,77.23815135430327,28.652487024323968,77.03910371385913,1,10.560249499082035,2,5,0,1,1,Fog,High,0.126,0.893,0,1.0,1,43,599.24
MX003210,2024-05-13 17:00:00,28.81618242042578,77.25019766681238,28.42067040085398,76.90485110566694,1,27.093702419743643,4,0,1,0,1,Haze,Low,0.577,0.716,0,1.5,1,30,473.9
MX003211,2024-05-13 18:00:00,28.538616093581176,77.01936442025355,28.870659789555134,77.27306889797057,1,3.3207949496801685,6,0,0,0,0,Rain,High,0.133,0.134,0,2.5,0,9,446.4
MX003212,2024-05-13 19:00:00,28.64306852438541,77.01991651628839,28.675713841651874,77.06027931187765,1,18.581739052981934,22,5,0,0,0,Fog,Low,0.91,0.863,0,2.0,0,28,73.05
MX003213,2024-05-13 20:00:00,28.611743171782695,77.20990775723844,28.506512733850872,77.34586539151638,1,18.48967250319082,6,3,1,0,1,Clouds,Medium,0.894,0.203,0,2.2,0,23,222.29
MX003214,2024-05-13 21:00:00,28.632044087405003,77.38875679433673,28.720204676080446,77.17705522820037,2,20.611048832975275,7,4,0,1,1,Clouds,High,0.872,0.458,0,1.9,0,47,694.36
MX003215,2024-05-13 22:00:00,28.51769022049634,77.35969269701026,28.684933187320283,77.34552159582239,1,23.980193844380477,15,6,0,0,1,Fog,Medium,0.68,0.919,0,2.8,1,19,289.0
MX003216,2024-05-13 23:00:00,28.829371907855155,77.39757848821529,28.57441596036796,77.32118459973367,2,23.667114679187854,16,3,1,1,1,Haze,Low,0.899,0.429,0,2.8,0,4,172.3
MX003217,2024-05-14 00:00:00,28.438353768750012,77.16650351831707,28.439040660526977,77.00661994862891,1,8.599576806505121,16,6,0,0,1,Haze,Medium,0.456,0.363,0,3.0,0,17,311.77
MX003218,2024-05-14 01:00:00,28.442826401310317,77.0517986165518,28.73835653318403,77.05215226549423,1,20.874275912573893,21,5,1,1,0,Rain,High,0.252,0.143,0,1.4,1,47,723.91
MX003219,2024-05-14 02:00:00,28.621985754845564,76.93432616534704,28.564521890582352,77.23578731268691,1,20.418080667246905,14,1,1,0,0,Clear,High,0.117,0.326,0,1.6,0,42,76.46
MX003220,2024-05-14 03:00:00,28.76348696962886,77.03620896739332,28.553496885761316,77.1312448151794,1,19.04497989525877,19,2,1,0,1,Fog,Medium,0.506,0.427,0,1.6,0,10,226.67
MX003221,2024-05-14 04:00:00,28.77301764702195,77.07234447560742,28.779781779017732,77.22073072142877,1,14.198606303570845,2,6,0,1,1,Clear,Medium,0.379,0.785,0,1.1,0,6,432.71
MX003222,2024-05-14 05:00:00,28.863006379639636,76.98599369030906,28.608250946646038,77.0039281841209,1,12.392747900725446,16,3,0,1,1,Haze,High,0.141,0.8,0,1.6,0,4,478.99
MX003223,2024-05-14 06:00:00,28.79983279081416,77.00282430782643,28.62177102893402,77.22285212117497,1,26.001828265103313,8,5,1,1,1,Haze,Medium,0.581,0.759,0,2.6,0,51,459.19
MX003224,2024-05-14 07:00:00,28.615120409544524,77.30139079534285,28.65219001957418,77.29049302482012,1,4.035440544576026,3,3,1,1,0,Clouds,Medium,0.886,0.609,0,2.8,0,15,491.14
MX003225,2024-05-14 08:00:00,28.682724424638327,77.11311593218329,28.57262811005828,77.32523850410891,1,16.802969729391762,0,5,0,1,1,Fog,Medium,0.276,0.876,0,2.9,0,19,312.63
MX003226,2024-05-14 09:00:00,28.44691599127989,77.06250585341711,28.456401226419104,77.17517151473724,1,15.24376408249059,18,0,1,0,0,Clouds,Medium,0.247,0.326,0,2.1,0,36,220.05
MX003227,2024-05-14 10:00:00,28.63236329454379,77.12463470282304,28.81137290679834,77.27621114502375,1,13.889781298684644,3,5,1,1,1,Haze,Medium,0.72,0.692,0,2.6,0,54,434.35
MX003228,2024-05-14 11:00:00,28.46638373177551,76.97635940007937,28.709394807052824,77.10767369472073,1,26.59494463537053,5,1,1,1,0,Rain,Medium,0.595,0.831,0,1.4,0,50,542.95
MX003229,2024-05-14 12:00:00,28.63502366887081,77.16267721119482,28.86945003161268,77.35789196241001,1,14.558307231778517,3,0,1,1,0,Fog,Medium,0.669,0.786,0,2.5,0,14,206.95
MX003230,2024-05-14 13:00:00,28.704066728325547,76.92515158240178,28.66869850502806,77.3115143491614,1,9.155527237993669,11,2,1,0,0,Clear,High,0.625,0.514,0,1.1,0,12,686.16
MX003231,2024-05-14 14:00:00,28.56743309567595,76.99595061703658,28.708857252313315,77.28980447876374,1,2.619568619008564,23,6,1,0,0,Clouds,Low,0.918,0.156,0,3.4,0,18,758.45
MX003232,2024-05-14 15:00:00,28.798457610298613,77.34854333256428,28.61403706748474,77.02879118863238,1,5.823774943201776,21,1,0,0,1,Clear,Medium,0.616,0.714,0,1.3,0,50,268.28
MX003233,2024-05-14 16:00:00,28.454598655373115,77.33154690252898,28.43448083654306,77.31820591250738,1,15.89356359762723,1,3,0,0,1,Clouds,Low,0.941,0.445,0,2.3,0,40,379.38
MX003234,2024-05-14 17:00:00,28.55227943910326,77.05626218957387,28.59245288783489,77.00572224539037,1,28.389212560337956,18,6,1,1,0,Clouds,High,0.461,0.537,0,2.6,1,29,331.71
MX003235,2024-05-14 18:00:00,28.693355893323304,77.35499257648925,28.571788946336376,77.35998049240484,1,18.28184853760069,9,6,1,0,0,Clouds,Low,0.254,0.335,0,2.6,0,20,574.05
MX003236,2024-05-14 19:00:00,28.410775131394402,76.97696219380873,28.866492053745215,77.31216720307576,2,20.338831113117386,0,6,1,0,0,Fog,Medium,0.801,0.907,0,1.5,0,7,134.1
MX003237,2024-05-14 20:00:00,28.675199479810775,77.29241435620555,28.73325227691132,77.12204320419357,2,3.540628391311376,5,5,1,0,1,Fog,High,0.422,0.652,0,1.9,0,47,760.76
MX003238,2024-05-14 21:00:00,28.76804395482687,77.31058983839594,28.67484339414882,77.04228987746781,1,22.271673750335733,7,3,0,0,0,Clouds,High,0.765,0.68,0,3.1,0,25,512.9
MX003239,2024-05-14 22:00:00,28.72150887182176,77.17630681056696,28.51403568712345,77.19981436800987,2,1.055259693147198,18,4,0,0,0,Fog,High,0.515,0.21,0,3.4,0,15,617.98
MX003240,2024-05-14 23:00:00,28.588662447747314,77.14428755091635,28.568025254749706,76.99914679973458,1,21.39959271340982,9,6,1,1,0,Rain,High,0.569,0.653,0,3.2,0,20,632.25
MX003241,2024-05-15 00:00:00,28.76243151527434,76.98508642103498,28.63522591883651,77.17052051973566,1,5.83410307618292,22,1,1,0,1,Clouds,Medium,0.524,0.82,0,2.3,1,30,669.65
MX003242,2024-05-15 01:00:00,28.450247506955428,76.97901304791573,28.504668955806405,76.93735756019768,1,19.34097391591163,19,6,1,1,0,Haze,Medium,0.456,0.254,0,2.0,0,8,463.66
MX003243,2024-05-15 02:00:00,28.51317294571065,76.92304096583987,28.70217881563358,76.96745594463435,2,5.368020204784756,10,6,1,0,0,Fog,Medium,0.529,0.519,0,3.0,1,34,199.89
MX003244,2024-05-15 03:00:00,28.6100860444278,77.35711752743751,28.751971334811078,77.37520999111126,1,24.243223609824895,14,6,0,0,1,Clear,High,0.328,0.363,0,2.0,0,53,179.47
MX003245,2024-05-15 04:00:00,28.70266095260953,77.28527453103071,28.78483907230694,77.34236649848235,1,3.816045960912237,16,6,0,0,1,Clear,Low,0.225,0.239,0,1.4,0,50,673.68
MX003246,2024-05-15 05:00:00,28.80867320214036,76.93706520782281,28.57300005823881,77.3403512995888,1,3.3522899965796533,21,1,1,0,1,Haze,Low,0.298,0.136,0,2.2,0,16,644.3
MX003247,2024-05-15 06:00:00,28.448480581062938,77.38646508287563,28.765527000520503,77.16203211818525,1,13.143077795320044,18,4,0,1,0,Rain,Medium,0.687,0.253,0,1.1,0,15,641.36
MX003248,2024-05-15 07:00:00,28.748652183370506,77.1537101270776,28.597005139300293,77.17957350163823,2,5.578561052572809,2,4,1,0,0,Clouds,Low,0.162,0.959,0,1.7,0,7,580.91
MX003249,2024-05-15 08:00:00,28.563401805531818,77.12649224331088,28.6099245738271,77.13689769161324,1,20.51077928164494,15,1,1,0,1,Haze,High,0.273,0.985,0,2.9,0,45,186.69
MX003250,2024-05-15 09:00:00,28.805161924488633,77.26406975990199,28.425993513818096,77.00616199608419,1,20.70665869592237,9,0,0,0,0,Haze,Medium,0.21,0.115,0,1.9,1,9,518.53
MX003251,2024-05-15 10:00:00,28.644861947735997,76.9174455615774,28.738125102346345,77.35180030898567,2,20.171537990020372,16,1,0,0,1,Clouds,Low,0.118,0.355,0,3.0,0,22,682.5
MX003252,2024-05-15 11:00:00,28.47233426344247,77.26266103383801,28.563500548562832,76.90187858332953,1,22.986091335085703,9,5,1,1,0,Haze,Medium,0.743,0.523,0,3.4,0,29,637.99
MX003253,2024-05-15 12:00:00,28.67146257405785,77.13265114084768,28.718719234132,77.1231549724646,2,17.12821469769468,6,2,1,0,0,Fog,High,0.926,0.747,0,2.7,0,11,234.51
MX003254,2024-05-15 13:00:00,28.681160871824304,77.3394882147629,28.65087013085314,77.00429877137142,1,18.627277396054648,2,1,0,1,0,Rain,Medium,0.792,0.651,0,2.2,1,37,414.85
MX003255,2024-05-15 14:00:00,28.69025825769722,77.34036303992085,28.498430847214305,77.341739527086,1,9.96844255350259,2,1,1,0,1,Haze,Medium,0.572,0.451,0,3.5,1,37,527.11
